"team","season","team_conf","team_division","week","div_game","wins","loss","tie","div_w","div_l","div_t","div_rank","team_score","opponent_score","points_for","points_agg","week_diff","points_per_game","points_agg_game","rolling_earlydown_epa","rolling_epaper_play","rolling_success_play","rolling_db_epa","rolling_rush_success","playoffs"
"LAC",2020,"AFC","AFC West",1,0,26,22,0,7,11,0,3,16,13,1136,959,177,23.1836734693878,19.5714285714286,3.33439163613935,-0.0821243108107484,36.986301369863,0.0144766769705443,33.3333333333333,"0"
"LV",2020,"AFC","AFC West",1,0,0,0,0,0,0,0,2,34,30,34,30,4,34,30,9.47726606688229,0.288443935404157,57.1428571428571,0.432153674911531,54.8387096774194,"0"
"MIA",2020,"AFC","AFC East",1,1,57,71,0,20,28,0,2,11,21,2583,3135,-552,20.0232558139535,24.3023255813953,-1.26392564301617,-0.0651018791666313,51.6666666666667,-0.0375270408040473,52.1739130434783,"0"
"MIN",2020,"NFC","NFC North",1,1,72,54,2,24,22,2,3,34,43,2970,2719,251,23.0232558139535,21.077519379845,-0.956886729243248,0.264490042087426,61.2244897959184,0.270530155828152,61.1111111111111,"0"
"NE",2020,"AFC","AFC East",1,1,98,30,0,38,10,0,3,21,11,3710,2404,1306,28.7596899224806,18.6356589147287,NA,0.168764228907744,61.9047619047619,-0.0980950862108527,62.5,"0"
"NO",2020,"NFC","NFC South",1,1,76,52,0,29,19,0,1,34,23,3597,3155,442,27.8837209302326,24.4573643410853,3.41824744327124,-0.1289592540571,32.8358208955224,0.151846362278832,25.8064516129032,"1"
"NYG",2020,"NFC","NFC East",1,0,51,77,0,18,30,0,2,16,26,2805,3130,-325,21.7441860465116,24.2635658914729,-1.56713805772798,-0.090657889369245,40.9090909090909,0.0805853737648141,18.75,"0"
"NYJ",2020,"AFC","AFC East",1,1,49,79,0,16,32,0,4,17,27,2440,3095,-655,18.9147286821705,23.9922480620155,-4.33036257525637,-0.0927134646076916,38.8888888888889,-0.174849977817548,46.6666666666667,"0"
"PHI",2020,"NFC","NFC East",1,1,69,59,0,28,20,0,4,17,27,3166,3011,155,24.5426356589147,23.3410852713178,-1.17864574569184,-0.287672786215111,38.2352941176471,-0.365624253826548,47.0588235294118,"0"
"PIT",2020,"AFC","AFC North",1,0,78,49,1,32,15,1,1,26,16,3122,2685,437,24.2015503875969,20.8139534883721,NA,0.184604622854276,39.6825396825397,0.439850508865836,25,"1"
"SEA",2020,"NFC","NFC West",1,0,86,41,1,28,19,1,1,38,25,3237,2401,836,25.093023255814,18.6124031007752,1.76044005248922,0.352935027303123,47.5409836065574,0.564230964914295,31.5789473684211,"1"
"SF",2020,"NFC","NFC West",1,1,61,66,1,20,27,1,4,20,24,2828,2904,-76,21.922480620155,22.5116279069767,-0.752489805195077,-0.000247238707605403,48.3870967741936,0.0958116559845716,50,"0"
"TB",2020,"NFC","NFC South",1,1,45,83,0,16,32,0,2,23,34,2862,3308,-446,22.1860465116279,25.6434108527132,-1.3752275406606,-0.0175699436002539,46.3768115942029,-0.0354249307710625,48,"1"
"TEN",2020,"AFC","AFC South",1,0,54,74,0,18,30,0,1,16,14,2688,3095,-407,20.8372093023256,23.9922480620155,-1.97970527748126,0.15961467304857,54.320987654321,0.321737425772918,42.4242424242424,"1"
"WAS",2020,"NFC","NFC East",1,1,51,76,1,17,31,0,1,27,17,2771,3265,-494,21.4806201550388,25.3100775193798,-0.267166530185717,-0.15680370052523,28.3582089552239,-0.0491372115511782,22.5806451612903,"1"
"ARI",2020,"NFC","NFC West",2,0,63,64,2,21,27,1,3,30,15,2781,2918,-137,21.3923076923077,22.4461538461538,-2.7524436399861,0.0626239150261645,38.961038961039,0.0348278905864804,32.258064516129,"0"
"ATL",2020,"NFC","NFC South",2,0,66,63,0,27,21,0,4,39,40,3244,3125,119,24.9538461538462,24.0384615384615,1.18150118406238,0.153895030813576,44.5945945945946,0.355700179974085,40,"0"
"BAL",2020,"AFC","AFC North",2,0,75,54,0,29,20,0,2,33,16,3184,2614,570,24.4923076923077,20.1076923076923,-0.188165426594968,0.210531788793065,45.1612903225806,0.163784627173201,41.9354838709677,"1"
"BUF",2020,"AFC","AFC East",2,1,62,67,0,23,26,0,1,31,28,2747,2886,-139,21.1307692307692,22.2,-1.16463822979243,0.382578075120096,49.1525423728814,0.590617706174659,35,"1"
"CAR",2020,"NFC","NFC South",2,1,70,58,1,24,24,0,3,17,31,3057,2932,125,23.5153846153846,22.5538461538462,-0.0224530103007132,-0.124662416574579,45.945945945946,-0.134002563843008,32,"0"
"CHI",2020,"NFC","NFC North",2,0,58,71,0,19,30,0,2,17,13,2762,2930,-168,21.2461538461538,22.5384615384615,-1.69340287465343,-0.0374118309901889,38.4615384615385,0.0996562214436875,25,"1"
"CIN",2020,"AFC","AFC North",2,1,64,63,2,22,26,0,4,30,35,2910,2838,72,22.3846153846154,21.8307692307692,-0.368447587874935,0.0898592872092793,47.2527472527472,0.241246262669606,35,"0"
"CLE",2020,"AFC","AFC North",2,1,33,95,1,13,35,1,3,35,30,2420,3258,-838,18.6153846153846,25.0615384615385,-3.17788693695952,0.343860675729957,53.5714285714286,0.525198886834308,50,"1"
"DAL",2020,"NFC","NFC East",2,0,72,57,0,33,15,0,3,40,39,3162,2900,262,24.3230769230769,22.3076923076923,1.93515691588662,0.0661242587329415,53.6585365853659,0.176212216525437,45.1612903225806,"0"
"DEN",2020,"AFC","AFC West",2,0,77,52,0,30,18,0,4,21,26,3192,2724,468,24.5538461538462,20.9538461538462,0.437052856491118,-0.114348115237226,38.961038961039,-0.1233951276029,36,"0"
"DET",2020,"NFC","NFC North",2,1,56,72,1,22,27,0,4,21,42,2911,3081,-170,22.3923076923077,23.7,-1.15601523480282,-0.00873037270552447,47.4576271186441,-0.133318864756515,47.6190476190476,"0"
"GB",2020,"NFC","NFC North",2,1,78,49,2,31,16,2,1,42,21,3293,2975,318,25.3307692307692,22.8846153846154,2.76703992180217,0.360935546234176,51.4285714285714,0.389482121722258,51.6129032258064,"1"
"HOU",2020,"AFC","AFC South",2,0,66,63,0,29,19,0,3,16,33,2836,2911,-75,21.8153846153846,22.3923076923077,-1.36035347042089,-0.186364813532614,43.1034482758621,-0.166932466272202,25,"0"
"IND",2020,"AFC","AFC South",2,0,70,59,0,32,17,0,2,28,11,3055,3051,4,23.5,23.4692307692308,-0.656386758579443,0.0554563183769172,50,0.204161407300023,47.5,"1"
"JAX",2020,"AFC","AFC South",2,1,39,90,0,18,31,0,4,30,33,2464,3187,-723,18.9538461538462,24.5153846153846,-3.49854686613522,0.265699607948673,56,0.293482627344635,44,"0"
"KC",2020,"AFC","AFC West",2,1,80,49,0,32,16,0,1,23,20,3276,2717,559,25.2,20.9,1.93635755012394,0.0843956015442206,42.1052631578947,0.119899403914884,25,"1"
"LA",2020,"NFC","NFC West",2,0,38,27,0,15,9,0,2,37,19,1680,1507,173,25.4545454545455,22.8333333333333,0.302025349367485,0.406392144227217,56.0606060606061,0.619717224038331,50,"1"
"LAC",2020,"AFC","AFC West",2,1,27,22,0,7,11,0,3,20,23,1156,982,174,23.12,19.64,3.36187279579554,0.0583475561694499,50,0.098982856127896,46.3414634146341,"0"
"LV",2020,"AFC","AFC West",2,0,1,0,0,0,0,0,2,34,24,68,54,14,34,27,4.16630650599836,0.189895409095932,51.25,0.448499646485314,38.2352941176471,"0"
"MIA",2020,"AFC","AFC East",2,1,57,72,0,20,29,0,2,28,31,2611,3166,-555,20.0846153846154,24.3538461538462,-1.13311787239302,0.125133829492723,49.3150684931507,0.134900756763471,47.6190476190476,"0"
"MIN",2020,"NFC","NFC North",2,0,72,55,2,24,23,2,3,11,28,2981,2747,234,22.9307692307692,21.1307692307692,-1.02005068160889,-0.224763277290662,34.6153846153846,-0.282406866994235,40,"0"
"NE",2020,"AFC","AFC East",2,0,99,30,0,39,10,0,3,30,35,3740,2439,1301,28.7692307692308,18.7615384615385,NA,0.211699588468481,50,0.477574994569489,31.8181818181818,"0"
"NO",2020,"NFC","NFC South",2,0,77,52,0,30,19,0,1,24,34,3621,3189,432,27.8538461538462,24.5307692307692,3.42535038273941,0.14691895873169,54.2372881355932,0.0838791184545766,70,"1"
"NYG",2020,"NFC","NFC East",2,0,51,78,0,18,30,0,2,13,17,2818,3147,-329,21.6769230769231,24.2076923076923,-1.5333524789005,-0.106066090788974,52.3809523809524,-0.158207215505304,46.6666666666667,"0"
"NYJ",2020,"AFC","AFC East",2,0,49,80,0,16,33,0,4,13,31,2453,3126,-673,18.8692307692308,24.0461538461538,-4.3075285892665,-0.147338659631075,39.0625,0.0397018774634992,33.3333333333333,"0"
"PHI",2020,"NFC","NFC East",2,0,69,60,0,28,21,0,4,19,37,3185,3048,137,24.5,23.4461538461538,-1.21518235377558,-0.0624332302982118,50,-0.175315782311434,64,"0"
"PIT",2020,"AFC","AFC North",2,0,79,49,1,32,15,1,1,26,21,3148,2706,442,24.2153846153846,20.8153846153846,NA,-0.117246519217736,41.2698412698413,0.0263792214862492,33.3333333333333,"1"
"SEA",2020,"NFC","NFC West",2,0,87,41,1,28,19,1,1,35,30,3272,2431,841,25.1692307692308,18.7,1.82838539410866,0.193418248819875,57.1428571428571,0.35490352834254,42.3076923076923,"1"
"SF",2020,"NFC","NFC West",2,0,61,67,1,20,28,1,4,31,13,2859,2917,-58,21.9923076923077,22.4384615384615,-0.723887074396352,0.189235801506657,40.6779661016949,0.261037493475691,25.9259259259259,"0"
"TB",2020,"NFC","NFC South",2,1,45,84,0,16,33,0,2,31,17,2893,3325,-432,22.2538461538462,25.5769230769231,-1.41199540585547,0.052185753717542,42.6229508196721,0.161031285974887,39.1304347826087,"1"
"TEN",2020,"AFC","AFC South",2,1,55,74,0,18,30,0,1,33,30,2721,3125,-404,20.9307692307692,24.0384615384615,-1.90629899082003,0.315268392045546,58.3333333333333,0.757891812067925,43.3333333333333,"1"
"WAS",2020,"NFC","NFC East",2,0,52,76,1,18,31,0,1,15,30,2786,3295,-509,21.4307692307692,25.3461538461538,-0.269292757472302,-0.0175212523949484,48.4375,-0.106812319619553,52.1739130434783,"1"
"ARI",2020,"NFC","NFC West",3,0,64,64,2,21,27,1,3,23,26,2804,2944,-140,21.4045801526718,22.4732824427481,-2.68175456240936,0.0215403063133216,55.3846153846154,-0.0405076074037844,50,"0"
"ATL",2020,"NFC","NFC South",3,0,66,64,0,27,21,0,4,26,30,3270,3155,115,24.9618320610687,24.0839694656489,1.17306692359042,0.00113575469407538,40.2985074626866,-0.118065567249046,37.5,"0"
"BAL",2020,"AFC","AFC North",3,0,76,54,0,29,20,0,2,20,34,3204,2648,556,24.4580152671756,20.2137404580153,-0.191177274668297,-0.102659975194047,41.8181818181818,-0.284913235115335,50,"1"
"BUF",2020,"AFC","AFC East",3,0,63,67,0,24,26,0,1,35,32,2782,2918,-136,21.236641221374,22.2748091603053,-1.10486549422397,0.185341679258272,50,0.210587097233212,42.8571428571429,"1"
"CAR",2020,"NFC","NFC South",3,0,70,59,1,24,25,0,3,21,16,3078,2948,130,23.4961832061069,22.5038167938931,-0.00348739090633472,-0.101073561415002,39.2156862745098,0.0627868295029786,25,"0"
"CHI",2020,"NFC","NFC North",3,0,59,71,0,19,30,0,2,30,26,2792,2956,-164,21.3129770992366,22.5648854961832,-1.60560561121915,0.0165122314155264,44.8717948717949,0.0509250098216424,50,"1"
"CIN",2020,"AFC","AFC North",3,0,64,64,2,22,27,0,4,23,23,2933,2861,72,22.3893129770992,21.8396946564886,-0.326138391114253,0.0132770485554467,43.6619718309859,0.0888211033264821,41.1764705882353,"0"
"CLE",2020,"AFC","AFC North",3,0,34,95,1,14,35,1,3,34,20,2454,3278,-824,18.7328244274809,25.0229007633588,-3.1404730493286,0.0515111923747332,41.2698412698413,0.297177092072547,29.7297297297297,"1"
"DAL",2020,"NFC","NFC East",3,0,73,57,0,33,15,0,3,31,38,3193,2938,255,24.3740458015267,22.4274809160305,1.93192358848495,0.136224551168295,46.25,0.137877488929794,47.0588235294118,"0"
"DEN",2020,"AFC","AFC West",3,0,77,53,0,30,18,0,4,10,28,3202,2752,450,24.4427480916031,21.0076335877863,0.335053955327163,-0.26300870325169,31.7460317460317,-0.240714869470402,25,"0"
"DET",2020,"NFC","NFC North",3,0,56,73,1,22,28,0,4,26,23,2937,3104,-167,22.4198473282443,23.6946564885496,-1.1243633251266,0.0705214236990252,43.9393939393939,0.22884906972299,29.6296296296296,"0"
"GB",2020,"NFC","NFC North",3,0,79,49,2,32,16,2,1,37,30,3330,3005,325,25.4198473282443,22.9389312977099,2.77546430241817,0.250706261935252,54.0983606557377,0.461772342590208,41.6666666666667,"1"
"HOU",2020,"AFC","AFC South",3,0,66,64,0,29,19,0,3,21,28,2857,2939,-82,21.8091603053435,22.4351145038168,-1.38932665357106,0.0438568641114584,36.1702127659575,0.214813827151595,14.2857142857143,"0"
"IND",2020,"AFC","AFC South",3,0,71,59,0,32,17,0,2,36,7,3091,3058,33,23.5954198473282,23.3435114503817,-0.651856162195904,0.103946998648479,43.859649122807,0.34913964938649,30,"1"
"JAX",2020,"AFC","AFC South",3,0,39,91,0,18,32,0,4,13,31,2477,3218,-741,18.9083969465649,24.5648854961832,-3.42672798358561,-0.127936551426749,46.969696969697,-0.132976070220488,28.5714285714286,"0"
"KC",2020,"AFC","AFC West",3,0,81,49,0,33,16,0,1,34,20,3310,2737,573,25.2671755725191,20.8931297709924,1.97472150187495,0.325468989639918,56,0.753266362862248,29.6296296296296,"1"
"LA",2020,"NFC","NFC West",3,0,39,27,0,15,9,0,2,32,35,1712,1542,170,25.5522388059701,23.0149253731343,0.576846322035546,0.294371726652293,57.3529411764706,0.314285429287722,62.5,"1"
"LAC",2020,"AFC","AFC West",3,0,27,23,0,7,12,0,3,16,21,1172,1003,169,22.9803921568627,19.6666666666667,2.90867681622335,-0.146147758101641,44.7368421052632,-0.0489638263897312,38.0952380952381,"0"
"LV",2020,"AFC","AFC West",3,0,2,0,0,0,0,0,2,20,36,88,90,-2,29.3333333333333,30,3.11958088170892,-0.0362421655291592,52.5423728813559,-0.000702303337873398,45,"0"
"MIA",2020,"AFC","AFC East",3,0,57,73,0,20,30,0,2,31,13,2642,3179,-537,20.1679389312977,24.2671755725191,-1.08893695808182,0.213226993552727,46.6666666666667,0.513224862372563,30.3030303030303,"0"
"MIN",2020,"NFC","NFC North",3,0,72,56,2,24,23,2,3,30,31,3011,2778,233,22.9847328244275,21.206106870229,-1.00334605811029,0.0571786177475512,45.3125,0.203811412295236,42.4242424242424,"0"
"NE",2020,"AFC","AFC East",3,0,99,31,0,39,10,0,3,36,20,3776,2459,1317,28.824427480916,18.7709923664122,NA,0.150736389403625,50,-0.0570608928480815,52.9411764705882,"0"
"NO",2020,"NFC","NFC South",3,0,77,53,0,30,19,0,1,30,37,3651,3226,425,27.8702290076336,24.6259541984733,3.42093651703213,0.115099568320087,46.6666666666667,0.271676055993938,36.8421052631579,"1"
"NYG",2020,"NFC","NFC East",3,0,51,79,0,18,30,0,2,9,36,2827,3183,-356,21.5801526717557,24.2977099236641,-1.64014158217001,-0.273140045841093,36.5384615384615,-0.13157294242569,33.3333333333333,"0"
"NYJ",2020,"AFC","AFC East",3,0,49,81,0,16,33,0,4,7,36,2460,3162,-702,18.7786259541985,24.1374045801527,-4.3271182267629,-0.399466327293339,34.375,-0.548620283973809,32,"0"
"PHI",2020,"NFC","NFC East",3,0,69,61,0,28,21,0,4,23,23,3208,3071,137,24.4885496183206,23.4427480916031,-1.22495685363007,-0.0352227794548244,37.3626373626374,0.0198788884182191,32.258064516129,"0"
"PIT",2020,"AFC","AFC North",3,0,80,49,1,32,15,1,1,28,21,3176,2727,449,24.2442748091603,20.8167938931298,NA,0.199771384760995,50.6666666666667,0.292822759314873,48.4848484848485,"1"
"SEA",2020,"NFC","NFC West",3,0,88,41,1,28,19,1,1,38,31,3310,2462,848,25.2671755725191,18.793893129771,1.83304135669521,0.126500356216813,41.0958904109589,0.204344781349041,28.5714285714286,"1"
"SF",2020,"NFC","NFC West",3,0,62,67,1,20,28,1,4,36,9,2895,2926,-31,22.0992366412214,22.3358778625954,-0.630590406205387,0.304337567144555,50,0.637449692483934,35.2941176470588,"0"
"TB",2020,"NFC","NFC South",3,0,46,84,0,17,33,0,2,28,10,2921,3335,-414,22.2977099236641,25.4580152671756,-1.45282778418004,0.133493654250141,46.1538461538462,0.241861364471941,39.1304347826087,"1"
"TEN",2020,"AFC","AFC South",3,0,56,74,0,19,30,0,1,31,30,2752,3155,-403,21.0076335877863,24.0839694656489,-1.84209719125084,0.00571834366148529,50,-0.000676513571161136,53.125,"1"
"WAS",2020,"NFC","NFC East",3,0,52,77,1,18,31,0,1,20,34,2806,3329,-523,21.4198473282443,25.412213740458,-0.364568030729807,-0.146177438729865,39.0625,-0.192997245797111,45.4545454545455,"1"
"ARI",2020,"NFC","NFC West",4,0,64,65,2,21,27,1,3,21,31,2825,2975,-150,21.4015151515152,22.5378787878788,-2.57039063169311,0.0999765724654457,50.8771929824561,0.163430134786648,45,"0"
"ATL",2020,"NFC","NFC South",4,0,66,65,0,27,21,0,4,16,30,3286,3185,101,24.8939393939394,24.1287878787879,1.19879075675812,0.0975617689746677,50,0.157768141547789,43.4782608695652,"0"
"BAL",2020,"AFC","AFC North",4,0,76,55,0,29,20,0,2,31,17,3235,2665,570,24.5075757575758,20.1893939393939,-0.20053635977132,0.243827230016743,42.8571428571429,0.366921285778181,44.8275862068966,"1"
"BUF",2020,"AFC","AFC East",4,0,64,67,0,24,26,0,1,30,23,2812,2941,-129,21.3030303030303,22.280303030303,-1.09275370567114,0.222960904948834,45.7627118644068,0.484449883062539,26.0869565217391,"1"
"CAR",2020,"NFC","NFC South",4,0,71,59,1,24,25,0,3,31,21,3109,2969,140,23.5530303030303,22.4924242424242,0.0350189271037607,0.294003441801866,47.945205479452,0.497903435139793,33.3333333333333,"0"
"CHI",2020,"NFC","NFC North",4,0,60,71,0,19,30,0,2,11,19,2803,2975,-172,21.2348484848485,22.5378787878788,-1.56975619711086,-0.0883325574502645,33.3333333333333,0.00165795808680963,13.3333333333333,"1"
"CIN",2020,"AFC","AFC North",4,0,64,64,3,22,27,0,4,33,25,2966,2886,80,22.469696969697,21.8636363636364,-0.155580349083186,0.220759846080682,52.0547945205479,0.22281734166049,50,"0"
"CLE",2020,"AFC","AFC North",4,0,35,95,1,14,35,1,3,49,38,2503,3316,-813,18.9621212121212,25.1212121212121,-2.91920679378642,0.347008364465625,55.5555555555556,0.33644060158416,60.5263157894737,"1"
"DAL",2020,"NFC","NFC East",4,0,73,58,0,33,15,0,3,38,49,3231,2987,244,24.4772727272727,22.6287878787879,1.97095848914762,0.116834446342067,56.9620253164557,0.154559038110047,47.0588235294118,"0"
"DEN",2020,"AFC","AFC West",4,0,77,54,0,30,18,0,4,37,28,3239,2780,459,24.5378787878788,21.0606060606061,0.288274932677591,0.13507088263622,46.1538461538462,0.241804046796655,32.1428571428571,"0"
"DET",2020,"NFC","NFC North",4,0,57,73,1,22,28,0,4,29,35,2966,3139,-173,22.469696969697,23.780303030303,-1.17819787242371,0.127580979030851,45,0.226162130216089,38.0952380952381,"0"
"GB",2020,"NFC","NFC North",4,0,80,49,2,32,16,2,1,30,16,3360,3021,339,25.4545454545455,22.8863636363636,2.78448914035512,0.268689221335139,54.8387096774194,0.674491005783765,37.5,"1"
"HOU",2020,"AFC","AFC South",4,0,66,65,0,29,19,0,3,23,31,2880,2970,-90,21.8181818181818,22.5,-1.30973868380272,0.0284590872941397,49.2307692307692,0.155307142624027,47.8260869565217,"0"
"IND",2020,"AFC","AFC South",4,0,72,59,0,32,17,0,2,19,11,3110,3069,41,23.5606060606061,23.25,-0.72050816577861,0.0159298773656709,36.231884057971,0.26845629436618,27.7777777777778,"1"
"JAX",2020,"AFC","AFC South",4,0,39,92,0,18,32,0,4,25,33,2502,3251,-749,18.9545454545455,24.6287878787879,-3.27275268936876,0.17627376359961,50,0.270876449634403,36.8421052631579,"0"
"KC",2020,"AFC","AFC West",4,0,82,49,0,33,16,0,1,26,10,3336,2747,589,25.2727272727273,20.8106060606061,1.96916546162768,0.0987851062593032,45.2830188679245,0.203241931629771,41.1764705882353,"1"
"LA",2020,"NFC","NFC West",4,0,39,28,0,15,9,0,2,17,9,1729,1551,178,25.4264705882353,22.8088235294118,0.429866524394763,-0.100315975480777,42.5925925925926,-0.170495027798727,40,"1"
"LAC",2020,"AFC","AFC West",4,0,27,24,0,7,12,0,3,31,38,1203,1041,162,23.1346153846154,20.0192307692308,2.72666615903882,0.116429465780866,34.6153846153846,0.500423550644829,15,"0"
"LV",2020,"AFC","AFC West",4,0,2,1,0,0,0,0,2,23,30,111,120,-9,27.75,30,1.03049822492176,-0.00802062877107841,49.3150684931507,0.159745649796749,35,"0"
"MIA",2020,"AFC","AFC East",4,0,58,73,0,20,30,0,2,23,31,2665,3210,-545,20.1893939393939,24.3181818181818,-1.07768939482991,0.0330468297054084,54.2857142857143,0.0693799011694983,44.4444444444444,"0"
"MIN",2020,"NFC","NFC North",4,0,72,57,2,24,23,2,3,31,23,3042,2801,241,23.0454545454545,21.219696969697,-0.898493118974322,0.218005532053091,54.6875,0.248019050179124,59.4594594594595,"0"
"NE",2020,"AFC","AFC East",4,0,100,31,0,39,10,0,3,10,26,3786,2485,1301,28.6818181818182,18.8257575757576,NA,-0.188847800065323,41.3333333333333,-0.403736773336635,45.4545454545455,"0"
"NO",2020,"NFC","NFC South",4,0,77,54,0,30,19,0,1,35,29,3686,3255,431,27.9242424242424,24.6590909090909,3.40200161637871,0.286374102412626,59.7014925373134,0.390918761623282,62.5,"1"
"NYG",2020,"NFC","NFC East",4,0,51,80,0,18,30,0,2,9,17,2836,3200,-364,21.4848484848485,24.2424242424242,-1.67842454279116,-0.17915779034918,36.7647058823529,-0.207285411202329,22.7272727272727,"0"
"NYJ",2020,"AFC","AFC East",4,0,49,82,0,16,33,0,4,28,37,2488,3199,-711,18.8484848484848,24.2348484848485,-4.30544787792976,-0.132489034538648,35.5263157894737,-0.0607873375268965,25,"0"
"PHI",2020,"NFC","NFC East",4,0,69,61,1,28,21,0,4,25,20,3233,3091,142,24.4924242424242,23.4166666666667,-1.24270511184849,-0.0347390323055104,44.2622950819672,0.0538254078325108,40,"0"
"SEA",2020,"NFC","NFC West",4,0,89,41,1,28,19,1,1,31,23,3341,2485,856,25.3106060606061,18.8257575757576,1.99065825561411,0.247809625275105,58.3333333333333,0.360748046633428,54.5454545454545,"1"
"SF",2020,"NFC","NFC West",4,0,63,67,1,20,28,1,4,20,25,2915,2951,-36,22.0833333333333,22.3560606060606,-0.70645736502775,-0.076102381342576,45.0704225352113,-0.159623346676235,33.3333333333333,"0"
"TB",2020,"NFC","NFC South",4,0,47,84,0,17,33,0,2,38,31,2959,3366,-407,22.4166666666667,25.5,-1.39908123808876,0.152056821330704,52.0547945205479,0.266239343262877,44,"1"
"WAS",2020,"NFC","NFC East",4,0,52,78,1,18,31,0,1,17,31,2823,3360,-537,21.3863636363636,25.4545454545455,-0.365152510265568,-0.0170339425159414,46.4788732394366,-0.0748226312338696,50,"1"
"ARI",2020,"NFC","NFC West",5,0,64,66,2,21,27,1,3,30,10,2855,2985,-130,21.4661654135338,22.4436090225564,-2.45312228566177,0.230245514799839,51.4285714285714,0.337711971105477,41.3793103448276,"0"
"ATL",2020,"NFC","NFC South",5,1,66,66,0,27,21,0,4,16,23,3302,3208,94,24.8270676691729,24.1203007518797,1.1906372128783,0.013650246145458,46.031746031746,-0.104445810603108,56,"0"
"BAL",2020,"AFC","AFC North",5,1,77,55,0,29,20,0,2,27,3,3262,2668,594,24.5263157894737,20.0601503759398,-0.204914789629316,-0.0529840334532761,40.3225806451613,-0.105842492868846,39.1304347826087,"1"
"BUF",2020,"AFC","AFC East",5,0,65,67,0,24,26,0,1,16,42,2828,2983,-155,21.2631578947368,22.4285714285714,-1.13112463080522,0.030120110267623,51.4285714285714,0.0180836853424312,40,"1"
"CAR",2020,"NFC","NFC South",5,1,72,59,1,24,25,0,3,23,16,3132,2985,147,23.5488721804511,22.4436090225564,0.10060402953605,0.236584545549661,54.6875,0.400329918762485,48,"0"
"CHI",2020,"NFC","NFC North",5,0,60,72,0,19,30,0,2,20,19,2823,2994,-171,21.2255639097744,22.5112781954887,-1.61778098192378,-0.0657770102153522,40.9836065573771,-0.0326069979542534,23.0769230769231,"1"
"CIN",2020,"AFC","AFC North",5,1,65,64,3,22,27,0,4,3,27,2969,2913,56,22.3233082706767,21.9022556390977,-0.307849035098638,-0.453375952712918,29.8507462686567,-0.573520910080023,26.9230769230769,"0"
"CLE",2020,"AFC","AFC North",5,0,36,95,1,14,35,1,3,32,23,2535,3339,-804,19.0601503759398,25.1052631578947,-2.92630124461783,0.0473541474196379,45.2054794520548,0.17157610974155,31.25,"1"
"DAL",2020,"NFC","NFC East",5,1,73,59,0,33,15,0,3,37,34,3268,3021,247,24.5714285714286,22.7142857142857,1.94301551316759,0.0496001096876917,59.0909090909091,0.108273284844015,54.8387096774194,"0"
"HOU",2020,"AFC","AFC South",5,1,66,66,0,29,19,0,3,30,14,2910,2984,-74,21.8796992481203,22.4360902255639,-1.25122470376733,0.200784350658239,50,0.36577190551167,35,"0"
"IND",2020,"AFC","AFC South",5,0,73,59,0,32,17,0,2,23,32,3133,3101,32,23.5563909774436,23.3157894736842,-0.709880088958224,-0.0648707648114465,47.2727272727273,-0.189474057618515,50,"1"
"JAX",2020,"AFC","AFC South",5,1,39,93,0,18,32,0,4,14,30,2516,3281,-765,18.9172932330827,24.6691729323308,-3.27284211480791,-0.037964805564155,41.3333333333333,-0.00124318661492718,35.2941176470588,"0"
"KC",2020,"AFC","AFC West",5,1,83,49,0,33,16,0,1,32,40,3368,2787,581,25.3233082706767,20.9548872180451,1.95143607275174,0.102366707390195,38.0281690140845,0.120974380603912,50,"1"
"LA",2020,"NFC","NFC West",5,0,40,28,0,15,9,0,2,30,10,1759,1561,198,25.4927536231884,22.6231884057971,0.534737529101016,0.15255371292472,43.9393939393939,0.525457293887931,37.5,"1"
"LAC",2020,"AFC","AFC West",5,0,27,25,0,7,12,0,3,27,30,1230,1071,159,23.2075471698113,20.2075471698113,2.56052066439482,0.0112413112116903,40,0.130942996588627,30,"0"
"LV",2020,"AFC","AFC West",5,1,2,2,0,0,0,0,2,40,32,151,152,-1,30.2,30.4,2.25991670546937,0.321035165225826,48.5294117647059,0.559721961131195,47.0588235294118,"0"
"MIA",2020,"AFC","AFC East",5,0,58,74,0,20,30,0,2,43,17,2708,3227,-519,20.3609022556391,24.2631578947368,-0.985078887900075,0.351736949293003,50.7692307692308,0.882843377946999,34.375,"0"
"MIN",2020,"NFC","NFC North",5,0,73,57,2,24,23,2,3,26,27,3068,2828,240,23.0676691729323,21.2631578947368,-0.873083127927667,0.0624007232653607,46.5116279069767,0.215696605022936,40.4761904761905,"0"
"NO",2020,"NFC","NFC South",5,0,78,54,0,30,19,0,1,30,27,3716,3282,434,27.9398496240602,24.6766917293233,3.37822654062247,-0.0512030136296973,44.7368421052632,-0.0317699411054087,36,"1"
"NYG",2020,"NFC","NFC East",5,1,51,81,0,18,30,0,2,34,37,2870,3237,-367,21.5789473684211,24.3383458646617,-1.72898613978977,-0.0351173613497862,41.7910447761194,-0.0609584741776505,44.4444444444444,"0"
"NYJ",2020,"AFC","AFC East",5,0,49,83,0,16,33,0,4,10,30,2498,3229,-731,18.781954887218,24.2781954887218,-4.2442552044347,-0.0931495681754174,42.0289855072464,0.000542574388565509,41.6666666666667,"0"
"PHI",2020,"NFC","NFC East",5,0,70,61,1,28,21,0,4,29,38,3262,3129,133,24.5263157894737,23.5263157894737,-1.28592318497448,0.16069902706387,41.3793103448276,0.156455097416812,28.5714285714286,"0"
